NCells,NGuides,NCellsPerElement,MOI,MeanReads,ReadScaling,alpha_cor,Efficacy_type,Method,MTmethod,Power,CatCount
46186.0,27712,200.0,30,3.0999935,2.0,0.05,strong,perturbo,fdr,0.3416500332667997,3006
9237.0,27712,40.0,30,1.5431583,1.0,0.05,strong,perturbo,fdr,0.07618097139055223,3006
173200.0,27712,750.0,30,3.097417,2.0,0.05,strong,perturbo,fdr,0.5163007318695941,3006
173200.0,27712,750.0,30,1.5485619,1.0,0.05,strong,perturbo,fdr,0.4457751164337991,3006
23093.0,27712,100.0,30,3.075229,2.0,0.05,strong,perturbo,fdr,0.22355289421157684,3006
13856.0,27712,60.0,30,6.197395,4.0,0.05,strong,perturbo,fdr,0.2375249500998004,3006
346400.0,27712,1500.0,30,3.0840194,2.0,0.05,strong,perturbo,fdr,0.5439121756487026,3006
46186.0,27712,200.0,30,1.5497365,1.0,0.05,strong,perturbo,fdr,0.2677977378576181,3006
57733.0,27712,250.0,30,1.5502908,1.0,0.05,strong,perturbo,fdr,0.30671989354624085,3006
9237.0,27712,40.0,30,4.6299057,3.0,0.05,strong,perturbo,fdr,0.16333998669328012,3006
92373.0,27712,400.0,30,0.7718785,0.5,0.05,strong,perturbo,fdr,0.25582168995342647,3006
115466.0,27712,500.0,30,4.6366916,3.0,0.05,strong,perturbo,fdr,0.5083166999334664,3006
23093.0,27712,100.0,30,4.611782,3.0,0.05,strong,perturbo,fdr,0.28176979374584166,3006
461866.0,27712,2000.0,30,4.6407704,3.0,0.05,strong,perturbo,fdr,0.6061210911510313,3006
34640.0,27712,150.0,30,6.2238092,4.0,0.05,strong,perturbo,fdr,0.35395874916833003,3006
34640.0,27712,150.0,30,3.1102161,2.0,0.05,strong,perturbo,fdr,0.28908848968729206,3006
461866.0,27712,2000.0,30,1.5468155,1.0,0.05,strong,perturbo,fdr,0.4827012641383899,3006
4618.0,27712,20.0,30,0.7688258,0.5,0.05,strong,perturbo,fdr,0.0166333998669328,3006
461866.0,27712,2000.0,30,3.0934093,2.0,0.05,strong,perturbo,fdr,0.5548902195608783,3006
115466.0,27712,500.0,30,6.182075,4.0,0.05,strong,perturbo,fdr,0.5449101796407185,3006
23093.0,27712,100.0,30,0.76822644,0.5,0.05,strong,perturbo,fdr,0.12208915502328677,3006
4618.0,27712,20.0,30,1.5379217,1.0,0.05,strong,perturbo,fdr,0.002328675981370592,3006
34640.0,27712,150.0,30,1.5551398,1.0,0.05,strong,perturbo,fdr,0.21224218230206254,3006
