NCells,NGuides,NCellsPerElement,MOI,MeanReads,ReadScaling,alpha_cor,Efficacy_type,Method,MTmethod,Power,CatCount
18474.0,27712,80.0,30,4.326957,3.0,0.1,strong,perturbo,fdr,0.47953925431949074,6598
69280.0,27712,300.0,30,2.8808453,2.0,0.1,strong,perturbo,fdr,0.646711124583207,6598
13856.0,27712,60.0,30,0.7207324,0.5,0.1,strong,perturbo,fdr,0.1750530463776902,6598
9237.0,27712,40.0,30,4.332488,3.0,0.1,strong,perturbo,fdr,0.3469233100939679,6598
173200.0,27712,750.0,30,2.8784697,2.0,0.1,strong,perturbo,fdr,0.7191573204001213,6598
23093.0,27712,100.0,30,1.4344801,1.0,0.1,strong,perturbo,fdr,0.31888451045771443,6598
230933.0,27712,1000.0,30,4.3182225,3.0,0.1,strong,perturbo,fdr,0.7625037890269779,6598
13856.0,27712,60.0,30,5.76538,4.0,0.1,strong,perturbo,fdr,0.46423158532888753,6598
57733.0,27712,250.0,30,0.7191912,0.5,0.1,strong,perturbo,fdr,0.39178538951197334,6598
92373.0,27712,400.0,30,0.7188171,0.5,0.1,strong,perturbo,fdr,0.479236132161261,6598
115466.0,27712,500.0,30,5.758173,4.0,0.1,strong,perturbo,fdr,0.7659896938466202,6598
92373.0,27712,400.0,30,5.749236,4.0,0.1,strong,perturbo,fdr,0.7444680206123068,6598
173200.0,27712,750.0,30,4.3169365,3.0,0.1,strong,perturbo,fdr,0.7544710518338891,6598
34640.0,27712,150.0,30,1.4371494,1.0,0.1,strong,perturbo,fdr,0.4084571082146105,6598
173200.0,27712,750.0,30,0.71956694,0.5,0.1,strong,perturbo,fdr,0.5498635950287966,6598
92373.0,27712,400.0,30,1.4373978,1.0,0.1,strong,perturbo,fdr,0.5835101545923007,6598
57733.0,27712,250.0,30,4.3165293,3.0,0.1,strong,perturbo,fdr,0.6695968475295544,6598
230933.0,27712,1000.0,30,0.7197672,0.5,0.1,strong,perturbo,fdr,0.5865413761745983,6598
34640.0,27712,150.0,30,0.7185114,0.5,0.1,strong,perturbo,fdr,0.2887238557138527,6598
9237.0,27712,40.0,30,1.44359,1.0,0.1,strong,perturbo,fdr,0.19672628069111853,6598
230933.0,27712,1000.0,30,5.758166,4.0,0.1,strong,perturbo,fdr,0.7764474083055471,6598
4618.0,27712,20.0,30,2.8606312,2.0,0.1,strong,perturbo,fdr,0.1768717793270688,6598
230933.0,27712,1000.0,30,2.8786,2.0,0.1,strong,perturbo,fdr,0.7270384965140951,6598
173200.0,27712,750.0,30,5.756252,4.0,0.1,strong,perturbo,fdr,0.7828129736283722,6598
57733.0,27712,250.0,30,1.438719,1.0,0.1,strong,perturbo,fdr,0.5153076689906032,6598
13856.0,27712,60.0,30,1.4417843,1.0,0.1,strong,perturbo,fdr,0.2606850560775993,6598
46186.0,27712,200.0,30,0.71975267,0.5,0.1,strong,perturbo,fdr,0.362382540163686,6598
4618.0,27712,20.0,30,5.7208223,4.0,0.1,strong,perturbo,fdr,0.2591694452864504,6598
9237.0,27712,40.0,30,5.775394,4.0,0.1,strong,perturbo,fdr,0.39254319490754774,6598
69280.0,27712,300.0,30,5.7614098,4.0,0.1,strong,perturbo,fdr,0.7171870263716278,6598
34640.0,27712,150.0,30,5.7473903,4.0,0.1,strong,perturbo,fdr,0.6191270081842982,6598
23093.0,27712,100.0,30,4.3032813,3.0,0.1,strong,perturbo,fdr,0.5153076689906032,6598
46186.0,27712,200.0,30,5.759105,4.0,0.1,strong,perturbo,fdr,0.6589875719915126,6598
46186.0,27712,200.0,30,4.3192863,3.0,0.1,strong,perturbo,fdr,0.6270081842982722,6598
46186.0,27712,200.0,30,2.8790047,2.0,0.1,strong,perturbo,fdr,0.5748711730827524,6598
