NCells,NGuides,NCellsPerElement,MOI,MeanReads,ReadScaling,alpha_cor,Efficacy_type,Method,MTmethod,Power,CatCount
230933.0,27712,1000.0,30,2.8786,2.0,0.05,strong,perturbo,fdr,0.6670203091846014,6598
173200.0,27712,750.0,30,5.756252,4.0,0.05,strong,perturbo,fdr,0.7334040618369203,6598
57733.0,27712,250.0,30,1.438719,1.0,0.05,strong,perturbo,fdr,0.4525613822370415,6598
13856.0,27712,60.0,30,1.4417843,1.0,0.05,strong,perturbo,fdr,0.2177932706880873,6598
46186.0,27712,200.0,30,0.71975267,0.5,0.05,strong,perturbo,fdr,0.3094877235525917,6598
4618.0,27712,20.0,30,5.7208223,4.0,0.05,strong,perturbo,fdr,0.22719005759321007,6598
9237.0,27712,40.0,30,5.775394,4.0,0.05,strong,perturbo,fdr,0.3373749621097302,6598
69280.0,27712,300.0,30,5.7614098,4.0,0.05,strong,perturbo,fdr,0.6676265535010609,6598
34640.0,27712,150.0,30,5.7473903,4.0,0.05,strong,perturbo,fdr,0.5633525310700213,6598
23093.0,27712,100.0,30,4.3032813,3.0,0.05,strong,perturbo,fdr,0.45771445892694756,6598
46186.0,27712,200.0,30,5.759105,4.0,0.05,strong,perturbo,fdr,0.6074568050924523,6598
46186.0,27712,200.0,30,4.3192863,3.0,0.05,strong,perturbo,fdr,0.570172779630191,6598
46186.0,27712,200.0,30,2.8790047,2.0,0.05,strong,perturbo,fdr,0.5069718096392847,6598
